,location.postalCode,location.lat,location.lng,categories
83,M5K,43.64755174234007,-79.38178807332574,Bank
84,M5K,43.647193,-79.382169,College Cafeteria
85,M5K,43.647038683333335,-79.38233709999999,Coffee Shop
86,M5K,43.64678,-79.381495,Cocktail Bar
88,M5K,43.6468555181482,-79.38108976991016,Office
89,M5H,43.64743407399297,-79.38093066215515,Office
90,M5H,43.647738,-79.38129,Doctor's Office
92,M5H,43.64767532040245,-79.38129321318121,Kids Store
94,M5K,43.64715662857143,-79.38061566038645,Office
95,M5K,43.647908051224185,-79.38207399131478,Office
97,M5K,43.64782310299398,-79.38168360307101,Salon / Barbershop
99,M5H,43.64750221592425,-79.38145266840547,Building
100,M5K,43.647465202953676,-79.38205749607017,Shoe Store
101,M5K,43.64723141561502,-79.38203550240615,Office
102,M5K,43.647444,-79.381077,Dentist's Office
103,M5K,43.6471752795232,-79.38226093721481,Coffee Shop
104,M5H,43.64759910851744,-79.38106227754196,Furniture / Home Store
105,M5H,43.64754708994634,-79.38159562802826,Office
106,M5H,43.647494,-79.381425,Photography Lab
107,M5K,43.646801,-79.382362,Office
108,M5V,43.6468078698837,-79.38523002736731,Travel Agency
111,M5L,43.64763104197317,-79.38106227754196,Paper / Office Supplies Store
112,M5H,43.647582,-79.382267,Office
113,M5K,43.64712275602545,-79.38063889404071,Office
114,M5K,43.64705272623494,-79.38205749607017,Office
115,M5K,43.64713718426998,-79.38182106390799,Caribbean Restaurant
116,M5H,43.64771535268041,-79.38156263736568,Vegetarian / Vegan Restaurant
117,M5K,43.64707067629165,-79.38247889356768,Middle Eastern Restaurant
118,M5H,43.64741578427689,-79.38123273009326,Building
119,M5K,43.64683441119853,-79.3813976838764,Bakery
120,M5K,43.647401343801626,-79.38226643561794,Building
121,M5K,43.646763,-79.381253,Conference Room
122,M5K,43.64723707476429,-79.38225543881138,Grocery Store
123,M5K,43.647286,-79.381628,Clothing Store
124,M5K,43.646583,-79.382081,Art Gallery
125,M5K,43.647058,-79.382405,Food & Drink Shop
0,M6k,43.63684642239515,-79.42776002138255,Housing Development
1,M6K,43.637421,-79.425755,Tech Startup
2,M6K,43.63730195202415,-79.42835905023031,Residential Building (Apartment / Condo)
3,M6K,43.63909,-79.427622,Coffee Shop
4,M6K,43.6401857,-79.4226196,Fast Food Restaurant
5,M6K,43.635883744386454,-79.42590169428941,Coffee Shop
6,M6K,43.638641387767734,-79.42901730537415,Dentist's Office
7,M6K,43.63657118343378,-79.42810075386528,Residential Building (Apartment / Condo)
8,M6K,43.63707135081057,-79.42706756116465,Residential Building (Apartment / Condo)
9,M6K,43.634264921487066,-79.42911195252461,Grocery Store
10,M6K,43.636365726884506,-79.4254275171871,Office
11,M6K,43.637709282555186,-79.42683124418511,Office
12,M6K,43.63637307489952,-79.42541438002657,Office
13,M6K,43.63852474660288,-79.42697626551468,Office
14,M6K,43.638545,-79.428855,Dentist's Office
15,M6K,43.63871824884936,-79.42779299554884,Bank
16,M6K,43.63874998596859,-79.42835029903067,Japanese Restaurant
17,M6K,43.636603164202356,-79.42612051963805,Office
18,M6K,43.636273049418016,-79.42578824488116,Office
19,M6K,43.63621506655741,-79.42597438631604,Office
20,M6K,43.636297,-79.427953,Tech Startup
21,M6K,43.63576144229243,-79.42618274331409,Pub
22,M6K,43.63668530198142,-79.42647951546546,Spa
23,M6K,43.63867686160747,-79.42815021492738,Convenience Store
24,M6K,43.638156102713715,-79.4273328781128,Playground
25,M6K,43.637616375,-79.4257879,Building
26,M6k,43.63651320925427,-79.42612896299867,Tech Startup
28,M6K,43.63933630914018,-79.42076683044434,Paper / Office Supplies Store
29,M6K,43.63696111459557,-79.4259282228693,Office
30,M6K,43.63689822560787,-79.42631363868713,Advertising Agency
31,M6K,43.637177,-79.42971,Residential Building (Apartment / Condo)
32,M6K,43.63616368047237,-79.42523484553547,Office
33,M6K,43.63668514017072,-79.42620370397879,Gym / Fitness Center
34,M6K,43.635261032634745,-79.42965052119405,Residential Building (Apartment / Condo)
35,M6K,43.637227,-79.429246,School
36,M6G,43.637842820446146,-79.42576598859198,Office
37,M6K,43.63681571994461,-79.42636160013959,Office
38,M6K,43.63677,-79.42845,Residential Building (Apartment / Condo)
39,M6K,43.63605517189215,-79.42877122378128,Photography Lab
40,M6J,43.63689822560787,-79.4265604019165,Art Gallery
41,M6K,43.63886615970946,-79.42753895670594,Convenience Store
42,M6K,43.63674293031189,-79.42615270614624,Tech Startup
44,M6K,43.63677202683249,-79.42690900043841,Beer Garden
45,M6K,43.639172,-79.420795,Tech Startup
46,M6K,43.639120395142115,-79.42485824854454,Tech Startup
47,M6K,43.63725541228276,-79.42871626741436,Residential Building (Apartment / Condo)
48,M6K,43.63639296830517,-79.42597939888086,Office
49,M6K,43.6384303623718,-79.42968349468377,Moving Target
51,M6K,43.6364,-79.4264,Office
52,M6K,43.636061,-79.426197,Office
53,M6K,43.636317,-79.42649,Coworking Space
55,M6K,43.636268,-79.426419,Water Park
57,M6K,43.63621,-79.42915,Residential Building (Apartment / Condo)
60,M6K,43.638478,-79.427484,Building
61,M6K,43.637057,-79.426421,Office
62,M6K,43.63703612304772,-79.4264147012555,Office
63,M6K,43.636755498502204,-79.426281732869,Coworking Space
64,M6K,43.637024388122,-79.42612228961053,Office
65,M6K,43.637166,-79.42588,Office
66,M6K,43.636739,-79.426212,Office
67,M6K,43.636696771585164,-79.42617175173457,Office
68,M6K,43.637213,-79.425867,Office
69,M6K,43.6366633787922,-79.4262212856402,Office
70,M6K,43.637757,-79.426747,Office
71,M6k,43.636209,-79.426017,Coworking Space
72,M6K,43.63699349815455,-79.42615526436285,Coworking Space
73,M6K,43.63681281324475,-79.42627608776093,Office
74,m6k,43.638726420118154,-79.42793588346645,Medical Center
75,M6K,43.636323631008004,-79.4260025024414,Office
76,M6K,43.636931,-79.425735,Office
77,M6K,43.637842,-79.426498,Office
78,M6K,43.6377242051645,-79.42857338070692,Spiritual Center
79,M6K,43.6365425,-79.4263,Conference Room
81,M6K,43.636384,-79.425528,Office
82,M6K,43.638739378731735,-79.42777650846718,Physical Therapist
83,M6K,43.63857538923065,-79.42769765853882,Mobile Phone Shop
84,M6K,43.636473575512056,-79.42591221646465,Building
85,M6K,43.636044,-79.425673,Office
86,M6K,43.637188,-79.425819,Conference Room
87,M6K,43.637043,-79.426252,Conference Room
88,M6K,43.63733,-79.42607,Building
89,M6K,43.63688,-79.426035,Tech Startup
90,M6K,43.637089389509605,-79.42589146601402,Advertising Agency
91,M6K,43.636896,-79.426318,Conference Room
92,M6K,43.636893,-79.425984,Conference Room
93,M6K,43.63664736209663,-79.42602336528282,Advertising Agency
94,M6K,43.6376,-79.426016,Tech Startup
95,M6K,43.63656377685735,-79.42597164005707,Conference Room
96,M6K,43.63702327572518,-79.42935925485557,Residential Building (Apartment / Condo)
97,M6K,43.637290954589844,-79.42830657958984,Residential Building (Apartment / Condo)
98,M6K,43.63691,-79.42948,Residential Building (Apartment / Condo)
99,M6K,43.636940002441406,-79.4275131225586,Residential Building (Apartment / Condo)
100,M6K,43.636077,-79.428905,Residential Building (Apartment / Condo)
101,M6K,43.636066,-79.428676,Residential Building (Apartment / Condo)
102,M6K,43.63720799231728,-79.42974944162782,Residential Building (Apartment / Condo)
103,M6K,43.63571837844447,-79.42858986764602,Residential Building (Apartment / Condo)
104,M6K,43.63740133,-79.43036847,Dive Bar
105,M6K,43.635845,-79.42596,Bar
106,M6K,43.638080800000004,-79.42909176666667,Residential Building (Apartment / Condo)
107,M6K,43.6388,-79.4277,Electronics Store
108,M6K,43.63847351074219,-79.427490234375,Antique Shop
109,M6K,43.636479,-79.426188,General Entertainment
110,M6K,43.637118,-79.426066,Cafeteria
111,M6K,43.63847351074219,-79.427490234375,Field
112,M6K,43.63697587310537,-79.42606687545776,Gaming Cafe
113,M6K,43.637087168089714,-79.42631464216602,Bar
114,M6K,43.638235,-79.429854,Residential Building (Apartment / Condo)
115,M6K,43.63625468693995,-79.42593806200914,Café
116,M6K,43.63654885807582,-79.42598264056578,Café
117,M6K,43.637664794921875,-79.42963409423828,Residential Building (Apartment / Condo)
118,M6K,43.63815110359998,-79.42683673993571,Cocktail Bar
119,M6K,43.6388,-79.427624,Pizza Place
0,M1L,43.71242876097498,-79.28443684050733,Hospital
2,M4W,43.671176,-79.384999,Electronics Store
5,M1L,43.712495587809364,-79.28474817058907,Parking
6,M1L,43.71739,-79.28352,Storage Facility
7,M1L,43.71570101363032,-79.28180029795901,Café
8,M1L,43.710254248814834,-79.28530649800845,Cemetery
9,M1L,43.70862,-79.284478,Restaurant
12,M1L,43.711719348452974,-79.29139852523804,Convenience Store
13,M1L,43.704880554394386,-79.28849865874372,Pizza Place
14,M1L,43.71122905571982,-79.27960224480387,Metro Station
15,M1L,43.71177810997778,-79.27971412913774,Bus Line
16,M1L,43.71052711027375,-79.27896551895955,Park
17,M1L,43.711381420906115,-79.27958752636661,Bus Line
18,M1L,43.71360520581754,-79.29272577831202,Bus Line
21,M1L,43.71244836030448,-79.28478107331745,Meeting Room
22,M1L,43.71024000997661,-79.27937835619555,Playground
23,M1L,43.71248268419512,-79.28476709117116,Medical Center
24,M1L,43.716465269296314,-79.28528308868408,Office
25,M1L,43.71307506820687,-79.28019852076756,Parking
26,M1L,43.71439506342847,-79.29070039524049,Community College
27,M1S,43.71306152428136,-79.27488108444089,Doctor's Office
28,M1L,43.71099686547752,-79.27927377093468,Parking
29,M1L,43.71050954381109,-79.29096937179565,Bank
30,M1L,43.71133473111097,-79.27730314259132,Bus Line
35,M1L,43.70745194529898,-79.27877883997795,General Entertainment
36,M1L,43.722261,-79.286265,Coffee Shop
37,M1L,43.70372133489119,-79.27995632526608,Smoke Shop
40,M1L,43.71020814118692,-79.29127829434216,Park
41,M1L,43.7102961,-79.2911259,Ice Cream Shop
42,M1L,43.711123,-79.279054,School
43,M1L,43.706073384523435,-79.28897380828857,Doctor's Office
44,M1L,43.7175133,-79.2848181,Construction & Landscaping
45,M4C,43.689066073396674,-79.30168974759785,Bus Line
46,M1L,43.71523429184505,-79.28650639185544,Soccer Field
47,M1L,43.710975,-79.279885,Nail Salon
48,M1L,43.717267996136066,-79.28447536985068,Factory
49,M1L,43.717739,-79.282945,Office
50,M1L,43.71252793065707,-79.2771159857867,Chinese Restaurant
51,M1L,43.714472,-79.281625,Residential Building (Apartment / Condo)
52,M1L,43.71621297630884,-79.28280365532416,Building
53,M1L,43.71115104374148,-79.27946923512921,Bakery
54,M1L,43.710679,-79.290826,Coffee Shop
55,M1L,43.71135711669922,-79.2790756225586,Residential Building (Apartment / Condo)
56,M1L,43.711457430118124,-79.27842057101931,Bus Station
57,M1L,43.711270905205765,-79.27950587661704,Bakery
58,M1L,43.71452017384037,-79.28110124393173,Community Center
59,M1L,43.71085,-79.29078,Indian Restaurant
60,M1L,43.716171074069344,-79.28744207820718,High School
61,M1L,43.713223,-79.27802,Park
62,M1L,43.71037770465013,-79.29070115089417,Ice Cream Shop
63,M1L,43.71090922198756,-79.29083799058881,Diner
64,M1L,43.71126791438669,-79.27929512692897,General Travel
65,M1L,43.71071626330615,-79.2907994639117,Diner
66,M1L,43.714012,-79.28811,Park
67,M1L,43.71797,-79.283008,Trade School
68,M1L,43.71530526112086,-79.28669903392858,Soccer Field
69,M1M,43.7345117767618,-79.23058877372273,Bus Line
70,M1L,43.70278510647247,-79.28118581474749,Trail
71,M1L,43.71608432996531,-79.28283557295799,Assisted Living
72,M1L,43.71053089447704,-79.29305049597147,Toy / Game Store
73,M1L,43.711293259247306,-79.27962055319297,Gas Station
74,M1L,43.71829,-79.2876,Non-Profit
75,M1L,43.707524,-79.277086,Automotive Shop
76,M1L,43.7108005955391,-79.29139937751069,Salon / Barbershop
77,M1L,43.710855,-79.290959,Laundry Service
78,M4B,43.709956,-79.295624,Health & Beauty Service
79,M1L,43.70621298894494,-79.28903818130493,Pharmacy
80,M1L,43.71231301990833,-79.28538355587408,Video Game Store
81,M1L,43.70909337368361,-79.27943291060853,Chinese Restaurant
82,M1L,43.71124084776515,-79.27957605867647,Bus Station
83,M1L,43.71609302,-79.28285096,Water Park
84,M1L,43.714290125890464,-79.28126637527552,Gym
85,M1L,43.709725,-79.291029,Church
86,M1L,43.71444379316632,-79.28768975832114,Tennis Court
87,M1L,43.708474,-79.290474,Bus Line
88,M1L,43.71425658056801,-79.28064437902866,Gym
89,M1L,43.710922,-79.27909,Convenience Store
90,M1L,43.713348,-79.294825,Housing Development
91,M1L,43.71570090053552,-79.28170121975315,Residential Building (Apartment / Condo)
92,M1L,43.71100212130476,-79.27996733416613,Bus Stop
93,M1L,43.71451225245834,-79.2808865727491,Basketball Court
94,M1L,43.71219253540039,-79.27421569824219,Automotive Shop
95,M1L,43.704563,-79.288155,Auto Garage
96,M1L,43.710186,-79.290972,Pharmacy
97,M1L,43.715454,-79.28218,Automotive Shop
0,M2L,43.75776215094096,-79.3772847485436,School
1,M2L,43.75576780799012,-79.37089743111925,High School
2,M3B,43.753799137665816,-79.3608945608139,Residential Building (Apartment / Condo)
3,M2L,43.76002863,-79.37413815,Synagogue
4,M3B,43.75149268079612,-79.3736995275895,High School
13,M2P,43.76481,-79.38067,Bank
23,M2L,43.75178909301758,-79.38577270507812,Residential Building (Apartment / Condo)
24,M2K,43.763646019730885,-79.37984160816643,Deli / Bodega
25,M3B,43.755542,-79.363152,Optical Shop
26,M3H,43.752651836916776,-79.37951169476224,College Academic Building
27,M2K,43.766377,-79.373388,Dentist's Office
28,M2L,43.756797369466696,-79.376714911112,Nightclub
30,M2L,43.756066,-79.370538,Library
31,M2L,43.762354,-79.370548,School
32,M2L,43.75788208223488,-79.38420185322359,Voting Booth
33,M2L,43.754934,-79.376442,Pool
34,M3B,43.75696090422362,-79.36068534851074,Convenience Store
35,M2L,43.755795,-79.379213,Cooking School
36,M3B,43.75681906411729,-79.36213459525936,Building
37,M2K,43.76673,-79.375726,Buffet
38,M2L,43.760944731386324,-79.38570287367402,Church
39,M2J,43.76549,-79.36975,Fraternity House
40,M3B,43.75313586836502,-79.37522271356522,Bus Line
41,M2L,43.75155179224791,-79.3846496765941,Concert Hall
42,M2L,43.762729,-79.368806,Tennis Court
43,M2K,43.7669274,-79.3752507,Mediterranean Restaurant
44,M2L,43.754221,-79.385851,Synagogue
45,M2L,43.754532,-79.380647,Event Space
46,M3B,43.75924,-79.364829,Middle Eastern Restaurant
47,M2K,43.766102,-79.379966,Residential Building (Apartment / Condo)
48,M2L,43.759642075349106,-79.36959028244019,Park
49,M3B,43.75099421720474,-79.37436489349645,Pool
50,M2L,43.75164371843222,-79.37125247964815,High School
51,M2L,43.749897805284746,-79.38146366530738,Residential Building (Apartment / Condo)
52,M3B,43.751867621001765,-79.36547279085646,Park
53,M2L,43.757308812135385,-79.38661557017805,Park
54,M2K,43.766131139305664,-79.36994369490534,Coffee Shop
55,M2L,43.75188121025732,-79.38358054459539,Church
56,M2L,43.755862,-79.370649,Cafeteria
57,M2K,43.765220668422245,-79.38311868415188,Gym / Fitness Center
58,M2K,43.765795559096944,-79.3796821501195,Residential Building (Apartment / Condo)
59,M2K,43.76545657639856,-79.37730124463837,Park
60,M2L,43.76200616543141,-79.38582933216055,Church
61,M2L,43.76261756969573,-79.36853885650635,Park
0,M3L,43.739978009763966,-79.51007902622221,Library
1,M3L,43.741209386830086,-79.51323876106237,Moving Target
2,M3L,43.7393141408287,-79.50760525517111,City Hall
4,M3L,43.739089569297036,-79.51295874119631,Gas Station
5,M3L,43.7402356,-79.5125502,Bank
6,M3L,43.7391444,-79.5130548,Convenience Store
7,M3L,43.74108518369447,-79.51349681782587,Pizza Place
8,M3L,43.73986,-79.51333,Coffee Shop
9,M3L,43.74045017579255,-79.5035309048811,Church
10,M3L,43.73819394931281,-79.50020869243238,Park
11,M3L,43.74071642936209,-79.5064082276994,Non-Profit
12,M3L,43.7396533,-79.5137314,Fireworks Store
22,M3L,43.739698,-79.514074,Caribbean Restaurant
23,M3L,43.73957487456692,-79.51397998597571,Vietnamese Restaurant
24,M3L,43.72933125114399,-79.51264577680075,Vietnamese Restaurant
25,M3L,43.74004328561944,-79.51330464796492,Vietnamese Restaurant
26,M3L,43.72931437967019,-79.51256341757106,Vietnamese Restaurant
27,M3L,43.74222328790343,-79.51049343121284,Asian Restaurant
28,M3L,43.740829176518425,-79.51309051535786,Medical Center
29,M3L,43.740973,-79.513102,Portuguese Restaurant
30,M3L,43.74415562011202,-79.50312455810167,Doctor's Office
31,M3L,43.73976,-79.513789,Doctor's Office
32,M3L,43.740597,-79.512344,Doctor's Office
33,M3L,43.740104399774324,-79.51255243633483,Shopping Mall
34,M3L,43.73990841084056,-79.51226143309357,Grocery Store
35,M3N,43.739575,-79.51403,Vietnamese Restaurant
36,M3L,43.739642,-79.513631,Vietnamese Restaurant
37,M3L,43.74605,-79.51456,Medical Center
38,M3L,43.740931,-79.501599,Elementary School
39,M3L,43.74040317209563,-79.51287638224882,Pharmacy
40,M3N,43.737941,-79.520336,Salon / Barbershop
41,M3L,43.73611067928732,-79.51284343864903,Salon / Barbershop
42,M3L,43.739565,-79.510031,College Classroom
43,M3L,43.7397629461174,-79.51345838388603,Bank
44,M3J,43.7414930297836,-79.49619991179989,Fast Food Restaurant
45,M3L,43.739193173128825,-79.51205313205719,Grocery Store
46,M3L,43.7405298562225,-79.51269519230293,Building
47,M3L,43.73974451566631,-79.51376585495196,Arts & Crafts Store
48,M3N,43.748989692035785,-79.51168491450072,Middle School
49,M3L,43.73989,-79.514302,Laundry Service
50,M3L,43.741255470295314,-79.50172429523136,Elementary School
51,M3L,43.73848828306382,-79.51268421108252,Bank
52,M3L,43.7408157151688,-79.51268421108253,Electronics Store
53,M3M,43.739149,-79.490486,Building
54,M3N,43.750333,-79.514266,Elementary School
55,M3N,43.749097724149216,-79.51161902642988,Italian Restaurant
56,M3L,43.740181,-79.51201,Furniture / Home Store
57,M3L,43.744765300118765,-79.50117516668404,Arts & Crafts Store
58,M3L,43.72877329083078,-79.51351878006994,School
59,M3N,43.741201,-79.520904,School
60,M3L,43.735324895163885,-79.51165197047125,Salon / Barbershop
61,M3L,43.741563,-79.511274,Shopping Mall
62,M3l,43.73802345945532,-79.50360778109568,Elementary School
63,M3L,43.7459702129757,-79.50788529144519,Campground
64,M3L,43.74285,-79.510107,Speakeasy
65,M3N,43.74892689973999,-79.511591573053,Other Nightlife
66,M3N,43.742392,-79.523474,Brewery
67,M3J,43.74925182598774,-79.50517274712595,Soccer Field
68,M3L,43.742027,-79.514218,Latin American Restaurant
69,M3J,43.745926,-79.495985,Historic Site
70,M3N,43.75013936233313,-79.51505063356379,Plaza
71,M3M,43.73069158472232,-79.5020372970279,Dive Bar
72,M3L,43.74354917229947,-79.50152111805316,Gym / Fitness Center
73,M3N,43.742461,-79.523488,American Restaurant
74,M3L,43.74068800083987,-79.51020242141283,Residential Building (Apartment / Condo)
75,M3L,43.741961810132935,-79.5100486800122,Residential Building (Apartment / Condo)
76,M3L,43.74060006676149,-79.5061007318731,Wings Joint
77,M3N,43.742362,-79.5235,Strip Club
78,M3N,43.738793968325226,-79.52155351638794,Park
79,M3L,43.72914685768976,-79.50958196346143,Residential Building (Apartment / Condo)
80,M3J,43.741005,-79.492776,Residential Building (Apartment / Condo)
81,M3J,43.74885501057838,-79.49337169376813,Caribbean Restaurant
82,M3N,43.74797488649203,-79.51332111968313,Pool
83,M3N,43.74024854616242,-79.51876211468183,Chinese Restaurant
84,M3J,43.74286791185944,-79.49506314340742,Building
85,M3L,43.74493014573613,-79.50279508641425,Residential Building (Apartment / Condo)
86,M3M,43.74088,-79.4931,Residential Building (Apartment / Condo)
87,M3L,43.74213653578846,-79.5140733249828,African Restaurant
88,M5V,43.74151713030193,-79.49326735007187,Food Truck
89,M3L,43.72810127527036,-79.51040557929542,Bus Line
90,M3L,43.727966085004844,-79.52231249726017,Golf Course
91,M3L,43.742448466456786,-79.51531966611265,Park
92,M3J,43.748059067691294,-79.50030367802164,Park
93,M3J,43.7480846919199,-79.5001812356283,Park
94,M3M,43.73572426577187,-79.50782060623169,Park
95,M3L,43.729633,-79.510518,Bus Stop
96,M3N,43.738545917397815,-79.51717615127563,Residential Building (Apartment / Condo)
97,M3L,43.730928752509904,-79.51612126859987,Pool
98,M3M,43.733052379378385,-79.50474444329608,College Math Building
99,M3L,43.74361803119488,-79.51385919417788,Mobile Phone Shop
100,M3L,43.74281407366224,-79.51282147624255,Church
101,M3L,43.74593793731957,-79.50779194611584,Park
102,M3M,43.73711,-79.49264,Residential Building (Apartment / Condo)
0,M4L,43.66966398702222,-79.31593749403484,Park
1,M4L,43.668858311782124,-79.31416022446447,Park
2,M4L,43.66872336908457,-79.31713935234417,Fish & Chips Shop
3,M4L,43.66887800320246,-79.31765970740747,Police Station
4,M4L,43.666647749879054,-79.31970101185688,Surf Spot
5,M4L,43.66697917950893,-79.31466465565389,Pet Store
6,M4L,43.66673150624233,-79.31496605090986,Liquor Store
7,M4L,43.666528010542514,-79.3151266656414,Restaurant
8,M4L,43.667662,-79.312006,Coffee Shop
9,M4L,43.666730640369295,-79.31555614915459,Fast Food Restaurant
10,M4L,43.666624203184845,-79.31591580156237,Fast Food Restaurant
11,M4L,43.66664527559903,-79.31520351125722,Italian Restaurant
12,M4L,43.66637182620756,-79.31690096855164,Kebab Restaurant
13,M4L,43.66605207373166,-79.3169328912536,Sandwich Place
14,M4L,43.66652898514072,-79.31618481874466,Board Shop
17,M4L,43.66645920549764,-79.31621261013498,Medical Center
18,M4L,43.669243606730234,-79.31902975227025,Bus Line
19,M4L,43.66646175849127,-79.31648498219599,Pizza Place
20,M3C,43.66976188075892,-79.31145848973148,Church
21,M4L,43.6671,-79.3148,Rental Car Location
22,M4L,43.67079143438462,-79.3176156896154,Playground
23,M4L,43.66894604610645,-79.31163457258732,Sandwich Place
24,M4L,43.666134,-79.31587,Office
25,M4L,43.666293052373305,-79.31582808494568,Power Plant
26,M4L,43.666916002070764,-79.31263053498228,Park
27,M4L,43.66642169787026,-79.31646571623,Convenience Store
28,M4L,43.66668372330836,-79.3166142781831,Sushi Restaurant
29,M4L,43.667416,-79.313066,Car Wash
30,M4L,43.667473,-79.313174,Car Wash
31,M4L,43.667222,-79.312831,Ice Cream Shop
32,M4L,43.66619526444617,-79.31744813919066,Flower Shop
33,M4L,43.66709,-79.312322,Convenience Store
34,M4L,43.66636,-79.317,Indian Restaurant
35,M4L,43.66714499056894,-79.31317884378626,Hotel
36,M4L,43.66704152969526,-79.31400065371244,Racetrack
37,M4L,43.666603,-79.316643,Dessert Shop
38,M4L,43.670215324376834,-79.31803936044405,Office
39,M4L,43.66719436645508,-79.31290435791016,Light Rail Station
40,M4L,43.6673016,-79.3127671,Nightlife Spot
41,M4L,43.667511921829046,-79.31200324499001,Miscellaneous Shop
42,O,43.666613,-79.315658,Government Building
43,M4L,43.66644546137557,-79.31644740429473,Burrito Place
44,M4L,43.672277,-79.317917,Bed & Breakfast
45,M4L,43.666347694120645,-79.31926634431568,Office
47,M4L,43.666746976047506,-79.31468500467349,Movie Theater
48,M4L,43.66645232917386,-79.31645471163147,Light Rail Station
49,M4L,43.668956,-79.317673,Laundry Service
50,M4L,43.666553,-79.31681,Salon / Barbershop
51,M4L,43.666199,-79.317406,Laundry Service
52,M4L,43.667171452103204,-79.31273345707406,Gym
53,M4L,43.66763388781545,-79.31115584654627,Doctor's Office
58,M4L,43.66784242102837,-79.31184917311839,Arts & Crafts Store
59,M4L,43.666922,-79.31769,Church
61,M4P,43.67061138153076,-79.3192183971405,Medical Center
62,M4L,43.666877256778626,-79.31940939967967,Storage Facility
63,M4L,43.66744613647461,-79.3125,Performing Arts Venue
64,M4L,43.665822792808825,-79.31827045281155,Pet Store
65,M4L,43.66624186,-79.31663115,Bank
66,M4L,43.667732,-79.31256,Shopping Plaza
67,M4L,43.66601119385306,-79.3168178626972,Pet Store
68,M4L,43.666421348841595,-79.31690589910613,Caribbean Restaurant
73,M4L,43.66895319839045,-79.31168339331794,Pizza Place
74,M4L,43.665921,-79.317997,Office
75,M4L,43.665993478940074,-79.31839227676392,Board Shop
76,M4L,43.670283972759165,-79.31121087265299,Medical Center
77,M4L,43.66754479999999,-79.31124439999999,Salon / Barbershop
78,M4L,43.669062,-79.319763,Salon / Barbershop
79,M4l,43.667065,-79.311583,Board Shop
80,M4L,43.671622,-79.315495,Park
81,M4L,43.666348,-79.316754,Middle Eastern Restaurant
82,M4L,43.668525,-79.317673,Convenience Store
83,M4L,43.66655900957352,-79.31556333483564,Daycare
84,M4L,43.66731906186093,-79.31265587607287,Pub
85,M4L,43.667312,-79.315203,Residential Building (Apartment / Condo)
86,M4L,43.667439,-79.312171,Laundry Service
87,M4L,43.670598,-79.310903,Hospital
88,M4L,43.666493,-79.316815,Salon / Barbershop
89,M4L,43.6671676,-79.3128139,Indian Restaurant
90,M4L,43.66830486541495,-79.3206803819238,Convenience Store
91,M4L,43.669536,-79.311346,Convenience Store
92,M4L,43.666088,-79.317424,Music Store
93,M4L,43.66666478474313,-79.3144738627329,Convenience Store
94,M4L,43.6655645462453,-79.31469395913338,Rental Car Location
95,M4L,43.66646,-79.316448,Video Store
96,M4L,43.66735905059943,-79.3113814533775,Indian Restaurant
97,M4L,43.669213375,-79.31930468048928,Tech Startup
98,M4L,43.66625735215772,-79.31716918945312,Hardware Store
99,M4L,43.6716700234516,-79.31888669632347,College Classroom
100,M4L,43.666865,-79.3154,Building
101,M4L,43.665993478940074,-79.31830644607544,Furniture / Home Store
102,M4L,43.667151,-79.316352,Movie Theater
103,M4L,43.668446976884795,-79.31577242398501,Dive Bar
104,M4L,43.666237,-79.316998,Light Rail Station
105,M4L,43.66975157973256,-79.31144748454194,Bar
106,M4L,43.666548,-79.31596,Bar
107,M4L,43.665918580087,-79.31834748347337,Bakery
108,M4L,43.666359,-79.311877,Soccer Field
109,M4l,43.666103085176715,-79.3179513251057,Art Gallery
110,M4L,43.666964,-79.319326,Music Venue
111,M4L,43.66617,-79.31689,Art Gallery
112,M4L,43.667732973083375,-79.31126039612128,Platform
113,M4L,43.66840193120009,-79.31163457258732,Bus Stop
114,M4L,43.667814,-79.311798,Café
115,M4L,43.667971042456934,-79.31236091085351,Residential Building (Apartment / Condo)
116,M4L,43.66662,-79.31696,Residential Building (Apartment / Condo)
117,M4L,43.66634820248808,-79.31685400996346,Steakhouse
0,M5L,43.648250543365556,-79.38012728220869,Coffee Shop
1,M5L,43.648015481211395,-79.37990651776452,Deli / Bodega
2,M5L,43.64823802670538,-79.37988591670266,Building
3,M5V,43.64858863500575,-79.38242250073039,Doctor's Office
4,M5L,43.648024224328054,-79.37893579587067,Office
5,M5J,43.648261,-79.380533,Park
6,M5L,43.64807492554421,-79.3796106689069,Office
8,M5H,43.64825155027946,-79.37976462847725,Bank
9,M5H,43.648240735566176,-79.37975912992557,Salon / Barbershop
10,M5H,43.64990340698978,-79.3830527039004,General Travel
11,M5H,43.64845106989021,-79.38034057617188,Light Rail Station
12,M5H,43.65176995399958,-79.38377848408004,Hot Dog Joint
13,M5L,43.648118,-79.380032,Dentist's Office
14,M5L,43.647752372270084,-79.37922477722168,Health Food Store
15,M5L,43.64809974034856,-79.37998869411526,Gym
16,M5L,43.647743692587085,-79.37958814250598,Sandwich Place
17,M5L,43.64862744083493,-79.3790542167539,Café
18,M5L,43.648179,-79.379506,Pharmacy
19,M5K,43.647802,-79.379889,Financial or Legal Service
20,M5L,43.64809855541469,-79.37901002151553,Bakery
21,M5K,43.6482334,-79.3809483,Bank
22,M5L,43.64823,-79.37952,Financial or Legal Service
23,M5V,43.64486433588385,-79.38621997833252,Salon / Barbershop
24,M5K,43.64797219581623,-79.38010382588462,Art Gallery
